parameter,description,type,hex_address,address,resolution,alterability
Segment.125.SegmentType,Segment Type,uint8,0x27a8,10152,Not applicable,RW
Segment.125.TargetSetpoint,Target Setpoint,float32,0x27a9,10153,Same as Programmer.Run.PVInput,RW
Segment.125.RampRate,Ramp Rate,float32,0x27aa,10154,Same as Programmer.Setup.RateResolution,RW
Segment.125.TimeToTarget,Time To Target,time_t,0x27aa,10154,Set by Comms.Fixed/Option.Main.TimeFormat,RW
Segment.125.Duration,Dwell Duration,time_t,0x27aa,10154,Set by Comms.Fixed/Option.Main.TimeFormat,RW
Segment.125.CallProgram,Call Program,uint8,0x27ab,10155,Not applicable,RW
Segment.125.CallCycles,Call Cycles,int16,0x27ac,10156,Not applicable,RW
Segment.125.EventOutput,Event Output,uint8,0x27ac,10156,Not applicable,RW
Segment.125.HoldbackType,Holdback Type,uint8,0x27ad,10157,Not applicable,RW
Segment.125.HoldbackValue,Holdback Value,float32,0x27ae,10158,Same as Programmer.Run.PVInput,RW
Program.15.HoldbackType,Holdback Type,uint8,0x27b0,10160,Not applicable,RW
Program.15.HoldbackValue,Holdback Value,float32,0x27b1,10161,Same as Programmer.Run.PVInput,RW
Program.15.RampUnits,Ramp Units,uint8,0x27b2,10162,Not applicable,RW
Program.15.DwellUnits,Dwell Units,uint8,0x27b3,10163,Not applicable,RW
Program.15.ProgramCycles,Program Cycles,int16,0x27b4,10164,Not applicable,RW
Program.15.HoldbackStyle,Holdback Style,uint8,0x27b5,10165,Not applicable,RW
Program.15.ProgramEndType,Program End Type,uint8,0x27b6,10166,Not applicable,RW
Program.15.NumConfSegments,Number of configured segments,uint8,0x27b7,10167,Not applicable,RO
Segment.142.SegmentType,Segment Type,uint8,0x27b8,10168,Not applicable,RW
Segment.142.TargetSetpoint,Target Setpoint,float32,0x27b9,10169,Same as Programmer.Run.PVInput,RW
Segment.142.RampRate,Ramp Rate,float32,0x27ba,10170,Same as Programmer.Setup.RateResolution,RW
Segment.142.TimeToTarget,Time To Target,time_t,0x27ba,10170,Set by Comms.Fixed/Option.Main.TimeFormat,RW
Segment.142.Duration,Dwell Duration,time_t,0x27ba,10170,Set by Comms.Fixed/Option.Main.TimeFormat,RW
Segment.142.CallProgram,Call Program,uint8,0x27bb,10171,Not applicable,RW
Segment.142.CallCycles,Call Cycles,int16,0x27bc,10172,Not applicable,RW
Segment.142.EventOutput,Event Output,uint8,0x27bc,10172,Not applicable,RW
Segment.142.HoldbackType,Holdback Type,uint8,0x27bd,10173,Not applicable,RW
Segment.142.HoldbackValue,Holdback Value,float32,0x27be,10174,Same as Programmer.Run.PVInput,RW
Segment.143.SegmentType,Segment Type,uint8,0x27c0,10176,Not applicable,RW
Segment.143.TargetSetpoint,Target Setpoint,float32,0x27c1,10177,Same as Programmer.Run.PVInput,RW
Segment.143.RampRate,Ramp Rate,float32,0x27c2,10178,Same as Programmer.Setup.RateResolution,RW
Segment.143.TimeToTarget,Time To Target,time_t,0x27c2,10178,Set by Comms.Fixed/Option.Main.TimeFormat,RW
Segment.143.Duration,Dwell Duration,time_t,0x27c2,10178,Set by Comms.Fixed/Option.Main.TimeFormat,RW
Segment.143.CallProgram,Call Program,uint8,0x27c3,10179,Not applicable,RW
Segment.143.CallCycles,Call Cycles,int16,0x27c4,10180,Not applicable,RW
Segment.143.EventOutput,Event Output,uint8,0x27c4,10180,Not applicable,RW
Segment.143.HoldbackType,Holdback Type,uint8,0x27c5,10181,Not applicable,RW
Segment.143.HoldbackValue,Holdback Value,float32,0x27c6,10182,Same as Programmer.Run.PVInput,RW
Segment.144.SegmentType,Segment Type,uint8,0x27c8,10184,Not applicable,RW
Segment.144.TargetSetpoint,Target Setpoint,float32,0x27c9,10185,Same as Programmer.Run.PVInput,RW
Segment.144.RampRate,Ramp Rate,float32,0x27ca,10186,Same as Programmer.Setup.RateResolution,RW
Segment.144.TimeToTarget,Time To Target,time_t,0x27ca,10186,Set by Comms.Fixed/Option.Main.TimeFormat,RW
Segment.144.Duration,Dwell Duration,time_t,0x27ca,10186,Set by Comms.Fixed/Option.Main.TimeFormat,RW
Segment.144.CallProgram,Call Program,uint8,0x27cb,10187,Not applicable,RW
Segment.144.CallCycles,Call Cycles,int16,0x27cc,10188,Not applicable,RW
Segment.144.EventOutput,Event Output,uint8,0x27cc,10188,Not applicable,RW
Segment.144.HoldbackType,Holdback Type,uint8,0x27cd,10189,Not applicable,RW
Segment.144.HoldbackValue,Holdback Value,float32,0x27ce,10190,Same as Programmer.Run.PVInput,RW
Segment.145.SegmentType,Segment Type,uint8,0x27d0,10192,Not applicable,RW
Segment.145.TargetSetpoint,Target Setpoint,float32,0x27d1,10193,Same as Programmer.Run.PVInput,RW
Segment.145.RampRate,Ramp Rate,float32,0x27d2,10194,Same as Programmer.Setup.RateResolution,RW
Segment.145.TimeToTarget,Time To Target,time_t,0x27d2,10194,Set by Comms.Fixed/Option.Main.TimeFormat,RW
Segment.145.Duration,Dwell Duration,time_t,0x27d2,10194,Set by Comms.Fixed/Option.Main.TimeFormat,RW
Segment.145.CallProgram,Call Program,uint8,0x27d3,10195,Not applicable,RW
Segment.145.CallCycles,Call Cycles,int16,0x27d4,10196,Not applicable,RW
Segment.145.EventOutput,Event Output,uint8,0x27d4,10196,Not applicable,RW
Segment.145.HoldbackType,Holdback Type,uint8,0x27d5,10197,Not applicable,RW
Segment.145.HoldbackValue,Holdback Value,float32,0x27d6,10198,Same as Programmer.Run.PVInput,RW
Segment.146.SegmentType,Segment Type,uint8,0x27d8,10200,Not applicable,RW
Segment.146.TargetSetpoint,Target Setpoint,float32,0x27d9,10201,Same as Programmer.Run.PVInput,RW
Segment.146.RampRate,Ramp Rate,float32,0x27da,10202,Same as Programmer.Setup.RateResolution,RW
Segment.146.TimeToTarget,Time To Target,time_t,0x27da,10202,Set by Comms.Fixed/Option.Main.TimeFormat,RW
Segment.146.Duration,Dwell Duration,time_t,0x27da,10202,Set by Comms.Fixed/Option.Main.TimeFormat,RW
Segment.146.CallProgram,Call Program,uint8,0x27db,10203,Not applicable,RW
Segment.146.CallCycles,Call Cycles,int16,0x27dc,10204,Not applicable,RW
Segment.146.EventOutput,Event Output,uint8,0x27dc,10204,Not applicable,RW
Segment.146.HoldbackType,Holdback Type,uint8,0x27dd,10205,Not applicable,RW
Segment.146.HoldbackValue,Holdback Value,float32,0x27de,10206,Same as Programmer.Run.PVInput,RW
Segment.147.SegmentType,Segment Type,uint8,0x27e0,10208,Not applicable,RW
Segment.147.TargetSetpoint,Target Setpoint,float32,0x27e1,10209,Same as Programmer.Run.PVInput,RW
Segment.147.RampRate,Ramp Rate,float32,0x27e2,10210,Same as Programmer.Setup.RateResolution,RW
Segment.147.TimeToTarget,Time To Target,time_t,0x27e2,10210,Set by Comms.Fixed/Option.Main.TimeFormat,RW
Segment.147.Duration,Dwell Duration,time_t,0x27e2,10210,Set by Comms.Fixed/Option.Main.TimeFormat,RW
Segment.147.CallProgram,Call Program,uint8,0x27e3,10211,Not applicable,RW
Segment.147.CallCycles,Call Cycles,int16,0x27e4,10212,Not applicable,RW
Segment.147.EventOutput,Event Output,uint8,0x27e4,10212,Not applicable,RW
Segment.147.HoldbackType,Holdback Type,uint8,0x27e5,10213,Not applicable,RW
Segment.147.HoldbackValue,Holdback Value,float32,0x27e6,10214,Same as Programmer.Run.PVInput,RW
Segment.148.SegmentType,Segment Type,uint8,0x27e8,10216,Not applicable,RW
Segment.148.TargetSetpoint,Target Setpoint,float32,0x27e9,10217,Same as Programmer.Run.PVInput,RW
Segment.148.RampRate,Ramp Rate,float32,0x27ea,10218,Same as Programmer.Setup.RateResolution,RW
Segment.148.TimeToTarget,Time To Target,time_t,0x27ea,10218,Set by Comms.Fixed/Option.Main.TimeFormat,RW
Segment.148.Duration,Dwell Duration,time_t,0x27ea,10218,Set by Comms.Fixed/Option.Main.TimeFormat,RW
Segment.148.CallProgram,Call Program,uint8,0x27eb,10219,Not applicable,RW
Segment.148.CallCycles,Call Cycles,int16,0x27ec,10220,Not applicable,RW
Segment.148.EventOutput,Event Output,uint8,0x27ec,10220,Not applicable,RW
Segment.148.HoldbackType,Holdback Type,uint8,0x27ed,10221,Not applicable,RW
Segment.148.HoldbackValue,Holdback Value,float32,0x27ee,10222,Same as Programmer.Run.PVInput,RW
Segment.149.SegmentType,Segment Type,uint8,0x27f0,10224,Not applicable,RW
Segment.149.TargetSetpoint,Target Setpoint,float32,0x27f1,10225,Same as Programmer.Run.PVInput,RW
Segment.149.RampRate,Ramp Rate,float32,0x27f2,10226,Same as Programmer.Setup.RateResolution,RW
Segment.149.TimeToTarget,Time To Target,time_t,0x27f2,10226,Set by Comms.Fixed/Option.Main.TimeFormat,RW
Segment.149.Duration,Dwell Duration,time_t,0x27f2,10226,Set by Comms.Fixed/Option.Main.TimeFormat,RW
Segment.149.CallProgram,Call Program,uint8,0x27f3,10227,Not applicable,RW
Segment.149.CallCycles,Call Cycles,int16,0x27f4,10228,Not applicable,RW
Segment.149.EventOutput,Event Output,uint8,0x27f4,10228,Not applicable,RW
Segment.149.HoldbackType,Holdback Type,uint8,0x27f5,10229,Not applicable,RW
Segment.149.HoldbackValue,Holdback Value,float32,0x27f6,10230,Same as Programmer.Run.PVInput,RW
Segment.150.SegmentType,Segment Type,uint8,0x27f8,10232,Not applicable,RW
Segment.150.TargetSetpoint,Target Setpoint,float32,0x27f9,10233,Same as Programmer.Run.PVInput,RW
Segment.150.RampRate,Ramp Rate,float32,0x27fa,10234,Same as Programmer.Setup.RateResolution,RW
Segment.150.TimeToTarget,Time To Target,time_t,0x27fa,10234,Set by Comms.Fixed/Option.Main.TimeFormat,RW
Segment.150.Duration,Dwell Duration,time_t,0x27fa,10234,Set by Comms.Fixed/Option.Main.TimeFormat,RW
Segment.150.CallProgram,Call Program,uint8,0x27fb,10235,Not applicable,RW
Segment.150.CallCycles,Call Cycles,int16,0x27fc,10236,Not applicable,RW
Segment.150.EventOutput,Event Output,uint8,0x27fc,10236,Not applicable,RW
Segment.150.HoldbackType,Holdback Type,uint8,0x27fd,10237,Not applicable,RW
Segment.150.HoldbackValue,Holdback Value,float32,0x27fe,10238,Same as Programmer.Run.PVInput,RW
Program.16.HoldbackType,Holdback Type,uint8,0x2800,10240,Not applicable,RW
Program.16.HoldbackValue,Holdback Value,float32,0x2801,10241,Same as Programmer.Run.PVInput,RW
Program.16.RampUnits,Ramp Units,uint8,0x2802,10242,Not applicable,RW
Program.16.DwellUnits,Dwell Units,uint8,0x2803,10243,Not applicable,RW
Program.16.ProgramCycles,Program Cycles,int16,0x2804,10244,Not applicable,RW
Program.16.HoldbackStyle,Holdback Style,uint8,0x2805,10245,Not applicable,RW
Program.16.ProgramEndType,Program End Type,uint8,0x2806,10246,Not applicable,RW
Program.16.NumConfSegments,Number of configured segments,uint8,0x2807,10247,Not applicable,RO
Segment.167.SegmentType,Segment Type,uint8,0x2808,10248,Not applicable,RW
Segment.167.TargetSetpoint,Target Setpoint,float32,0x2809,10249,Same as Programmer.Run.PVInput,RW
Segment.167.RampRate,Ramp Rate,float32,0x280a,10250,Same as Programmer.Setup.RateResolution,RW
Segment.167.TimeToTarget,Time To Target,time_t,0x280a,10250,Set by Comms.Fixed/Option.Main.TimeFormat,RW
Segment.167.Duration,Dwell Duration,time_t,0x280a,10250,Set by Comms.Fixed/Option.Main.TimeFormat,RW
Segment.167.CallProgram,Call Program,uint8,0x280b,10251,Not applicable,RW
Segment.167.CallCycles,Call Cycles,int16,0x280c,10252,Not applicable,RW
Segment.167.EventOutput,Event Output,uint8,0x280c,10252,Not applicable,RW
Segment.167.HoldbackType,Holdback Type,uint8,0x280d,10253,Not applicable,RW
Segment.167.HoldbackValue,Holdback Value,float32,0x280e,10254,Same as Programmer.Run.PVInput,RW
Segment.168.SegmentType,Segment Type,uint8,0x2810,10256,Not applicable,RW
Segment.168.TargetSetpoint,Target Setpoint,float32,0x2811,10257,Same as Programmer.Run.PVInput,RW
Segment.168.RampRate,Ramp Rate,float32,0x2812,10258,Same as Programmer.Setup.RateResolution,RW
Segment.168.TimeToTarget,Time To Target,time_t,0x2812,10258,Set by Comms.Fixed/Option.Main.TimeFormat,RW
Segment.168.Duration,Dwell Duration,time_t,0x2812,10258,Set by Comms.Fixed/Option.Main.TimeFormat,RW
Segment.168.CallProgram,Call Program,uint8,0x2813,10259,Not applicable,RW
Segment.168.CallCycles,Call Cycles,int16,0x2814,10260,Not applicable,RW
Segment.168.EventOutput,Event Output,uint8,0x2814,10260,Not applicable,RW
Segment.168.HoldbackType,Holdback Type,uint8,0x2815,10261,Not applicable,RW
Segment.168.HoldbackValue,Holdback Value,float32,0x2816,10262,Same as Programmer.Run.PVInput,RW
Segment.169.SegmentType,Segment Type,uint8,0x2818,10264,Not applicable,RW
Segment.169.TargetSetpoint,Target Setpoint,float32,0x2819,10265,Same as Programmer.Run.PVInput,RW
Segment.169.RampRate,Ramp Rate,float32,0x281a,10266,Same as Programmer.Setup.RateResolution,RW
Segment.169.TimeToTarget,Time To Target,time_t,0x281a,10266,Set by Comms.Fixed/Option.Main.TimeFormat,RW
Segment.169.Duration,Dwell Duration,time_t,0x281a,10266,Set by Comms.Fixed/Option.Main.TimeFormat,RW
Segment.169.CallProgram,Call Program,uint8,0x281b,10267,Not applicable,RW
Segment.169.CallCycles,Call Cycles,int16,0x281c,10268,Not applicable,RW
Segment.169.EventOutput,Event Output,uint8,0x281c,10268,Not applicable,RW
Segment.169.HoldbackType,Holdback Type,uint8,0x281d,10269,Not applicable,RW
Segment.169.HoldbackValue,Holdback Value,float32,0x281e,10270,Same as Programmer.Run.PVInput,RW
Segment.170.SegmentType,Segment Type,uint8,0x2820,10272,Not applicable,RW
Segment.170.TargetSetpoint,Target Setpoint,float32,0x2821,10273,Same as Programmer.Run.PVInput,RW
Segment.170.RampRate,Ramp Rate,float32,0x2822,10274,Same as Programmer.Setup.RateResolution,RW
Segment.170.TimeToTarget,Time To Target,time_t,0x2822,10274,Set by Comms.Fixed/Option.Main.TimeFormat,RW
Segment.170.Duration,Dwell Duration,time_t,0x2822,10274,Set by Comms.Fixed/Option.Main.TimeFormat,RW
Segment.170.CallProgram,Call Program,uint8,0x2823,10275,Not applicable,RW
Segment.170.CallCycles,Call Cycles,int16,0x2824,10276,Not applicable,RW
Segment.170.EventOutput,Event Output,uint8,0x2824,10276,Not applicable,RW
Segment.170.HoldbackType,Holdback Type,uint8,0x2825,10277,Not applicable,RW
Segment.170.HoldbackValue,Holdback Value,float32,0x2826,10278,Same as Programmer.Run.PVInput,RW
Segment.171.SegmentType,Segment Type,uint8,0x2828,10280,Not applicable,RW
Segment.171.TargetSetpoint,Target Setpoint,float32,0x2829,10281,Same as Programmer.Run.PVInput,RW
Segment.171.RampRate,Ramp Rate,float32,0x282a,10282,Same as Programmer.Setup.RateResolution,RW
Segment.171.TimeToTarget,Time To Target,time_t,0x282a,10282,Set by Comms.Fixed/Option.Main.TimeFormat,RW
Segment.171.Duration,Dwell Duration,time_t,0x282a,10282,Set by Comms.Fixed/Option.Main.TimeFormat,RW
Segment.171.CallProgram,Call Program,uint8,0x282b,10283,Not applicable,RW
Segment.171.CallCycles,Call Cycles,int16,0x282c,10284,Not applicable,RW
Segment.171.EventOutput,Event Output,uint8,0x282c,10284,Not applicable,RW
Segment.171.HoldbackType,Holdback Type,uint8,0x282d,10285,Not applicable,RW
Segment.171.HoldbackValue,Holdback Value,float32,0x282e,10286,Same as Programmer.Run.PVInput,RW
Segment.172.SegmentType,Segment Type,uint8,0x2830,10288,Not applicable,RW
Segment.172.TargetSetpoint,Target Setpoint,float32,0x2831,10289,Same as Programmer.Run.PVInput,RW
Segment.172.RampRate,Ramp Rate,float32,0x2832,10290,Same as Programmer.Setup.RateResolution,RW
Segment.172.TimeToTarget,Time To Target,time_t,0x2832,10290,Set by Comms.Fixed/Option.Main.TimeFormat,RW
Segment.172.Duration,Dwell Duration,time_t,0x2832,10290,Set by Comms.Fixed/Option.Main.TimeFormat,RW
Segment.172.CallProgram,Call Program,uint8,0x2833,10291,Not applicable,RW
Segment.172.CallCycles,Call Cycles,int16,0x2834,10292,Not applicable,RW
Segment.172.EventOutput,Event Output,uint8,0x2834,10292,Not applicable,RW
Segment.172.HoldbackType,Holdback Type,uint8,0x2835,10293,Not applicable,RW
Segment.172.HoldbackValue,Holdback Value,float32,0x2836,10294,Same as Programmer.Run.PVInput,RW
Segment.173.SegmentType,Segment Type,uint8,0x2838,10296,Not applicable,RW
Segment.173.TargetSetpoint,Target Setpoint,float32,0x2839,10297,Same as Programmer.Run.PVInput,RW
Segment.173.RampRate,Ramp Rate,float32,0x283a,10298,Same as Programmer.Setup.RateResolution,RW
Segment.173.TimeToTarget,Time To Target,time_t,0x283a,10298,Set by Comms.Fixed/Option.Main.TimeFormat,RW
Segment.173.Duration,Dwell Duration,time_t,0x283a,10298,Set by Comms.Fixed/Option.Main.TimeFormat,RW
Segment.173.CallProgram,Call Program,uint8,0x283b,10299,Not applicable,RW
Segment.173.CallCycles,Call Cycles,int16,0x283c,10300,Not applicable,RW
Segment.173.EventOutput,Event Output,uint8,0x283c,10300,Not applicable,RW
Segment.173.HoldbackType,Holdback Type,uint8,0x283d,10301,Not applicable,RW
Segment.173.HoldbackValue,Holdback Value,float32,0x283e,10302,Same as Programmer.Run.PVInput,RW
Segment.174.SegmentType,Segment Type,uint8,0x2840,10304,Not applicable,RW
Segment.174.TargetSetpoint,Target Setpoint,float32,0x2841,10305,Same as Programmer.Run.PVInput,RW
Segment.174.RampRate,Ramp Rate,float32,0x2842,10306,Same as Programmer.Setup.RateResolution,RW
Segment.174.TimeToTarget,Time To Target,time_t,0x2842,10306,Set by Comms.Fixed/Option.Main.TimeFormat,RW
Segment.174.Duration,Dwell Duration,time_t,0x2842,10306,Set by Comms.Fixed/Option.Main.TimeFormat,RW
Segment.174.CallProgram,Call Program,uint8,0x2843,10307,Not applicable,RW
Segment.174.CallCycles,Call Cycles,int16,0x2844,10308,Not applicable,RW
Segment.174.EventOutput,Event Output,uint8,0x2844,10308,Not applicable,RW
Segment.174.HoldbackType,Holdback Type,uint8,0x2845,10309,Not applicable,RW
Segment.174.HoldbackValue,Holdback Value,float32,0x2846,10310,Same as Programmer.Run.PVInput,RW
Segment.175.SegmentType,Segment Type,uint8,0x2848,10312,Not applicable,RW
Segment.175.TargetSetpoint,Target Setpoint,float32,0x2849,10313,Same as Programmer.Run.PVInput,RW
Segment.175.RampRate,Ramp Rate,float32,0x284a,10314,Same as Programmer.Setup.RateResolution,RW
Segment.175.TimeToTarget,Time To Target,time_t,0x284a,10314,Set by Comms.Fixed/Option.Main.TimeFormat,RW
Segment.175.Duration,Dwell Duration,time_t,0x284a,10314,Set by Comms.Fixed/Option.Main.TimeFormat,RW
Segment.175.CallProgram,Call Program,uint8,0x284b,10315,Not applicable,RW
Segment.175.CallCycles,Call Cycles,int16,0x284c,10316,Not applicable,RW
Segment.175.EventOutput,Event Output,uint8,0x284c,10316,Not applicable,RW
Segment.175.HoldbackType,Holdback Type,uint8,0x284d,10317,Not applicable,RW
Segment.175.HoldbackValue,Holdback Value,float32,0x284e,10318,Same as Programmer.Run.PVInput,RW
Program.17.HoldbackType,Holdback Type,uint8,0x2850,10320,Not applicable,RW
Program.17.HoldbackValue,Holdback Value,float32,0x2851,10321,Same as Programmer.Run.PVInput,RW
Program.17.RampUnits,Ramp Units,uint8,0x2852,10322,Not applicable,RW
Program.17.DwellUnits,Dwell Units,uint8,0x2853,10323,Not applicable,RW
Program.17.ProgramCycles,Program Cycles,int16,0x2854,10324,Not applicable,RW
Program.17.HoldbackStyle,Holdback Style,uint8,0x2855,10325,Not applicable,RW
Program.17.ProgramEndType,Program End Type,uint8,0x2856,10326,Not applicable,RW
Program.17.NumConfSegments,Number of configured segments,uint8,0x2857,10327,Not applicable,RO
Segment.192.SegmentType,Segment Type,uint8,0x2858,10328,Not applicable,RW
Segment.192.TargetSetpoint,Target Setpoint,float32,0x2859,10329,Same as Programmer.Run.PVInput,RW
Segment.192.RampRate,Ramp Rate,float32,0x285a,10330,Same as Programmer.Setup.RateResolution,RW
Segment.192.TimeToTarget,Time To Target,time_t,0x285a,10330,Set by Comms.Fixed/Option.Main.TimeFormat,RW
Segment.192.Duration,Dwell Duration,time_t,0x285a,10330,Set by Comms.Fixed/Option.Main.TimeFormat,RW
Segment.192.CallProgram,Call Program,uint8,0x285b,10331,Not applicable,RW
Segment.192.CallCycles,Call Cycles,int16,0x285c,10332,Not applicable,RW
Segment.192.EventOutput,Event Output,uint8,0x285c,10332,Not applicable,RW
Segment.192.HoldbackType,Holdback Type,uint8,0x285d,10333,Not applicable,RW
Segment.192.HoldbackValue,Holdback Value,float32,0x285e,10334,Same as Programmer.Run.PVInput,RW
Segment.193.SegmentType,Segment Type,uint8,0x2860,10336,Not applicable,RW
Segment.193.TargetSetpoint,Target Setpoint,float32,0x2861,10337,Same as Programmer.Run.PVInput,RW
Segment.193.RampRate,Ramp Rate,float32,0x2862,10338,Same as Programmer.Setup.RateResolution,RW
Segment.193.TimeToTarget,Time To Target,time_t,0x2862,10338,Set by Comms.Fixed/Option.Main.TimeFormat,RW
Segment.193.Duration,Dwell Duration,time_t,0x2862,10338,Set by Comms.Fixed/Option.Main.TimeFormat,RW
